	X_Minimum	X_Maximum	Y_Minimum	Y_Maximum	Pixels_Areas	X_Perimeter	Y_Perimeter	Sum_of_Luminosity	Minimum_of_Luminosity	Maximum_of_Luminosity	Length_of_Conveyer	TypeOfSteel_A300	TypeOfSteel_A400	Steel_Plate_Thickness	Edges_Index	Empty_Index	Square_Index	Outside_X_Index	Edges_X_Index	Edges_Y_Index	Outside_Global_Index	LogOfAreas	Log_X_Index	Log_Y_Index	Orientation_Index	Luminosity_Index	SigmoidOfAreas	Class
1882	804	808	192327	192330	8	4	3	950	105	127	1360	0	1	50	0.8118	0.3333	0.75	0.0029	1.0	1.0	0.0	0.9031	0.6021	0.4771	-0.25	-0.0723	0.1262	4
1884	525	538	2922516	2922536	181	16	20	19537	78	130	1353	0	1	50	0.776	0.3038	0.65	0.0096	0.8125	1.0	1.0	2.2577	1.1139	1.301	0.35	-0.1567	0.43	6
1885	1002	1021	28972	28984	128	29	16	13352	96	116	1360	0	1	40	0.4985	0.4386	0.6316	0.014	0.6552	0.75	0.0	2.1072	1.2787	1.0792	-0.3684	-0.1851	0.3787	7
1888	691	710	664879	664883	55	19	6	7211	114	150	1694	1	0	143	0.8158	0.2763	0.2105	0.0112	1.0	0.6667	0.0	1.7404	1.2787	0.6021	-0.7895	0.0243	0.1812	7
1890	18	40	2133912	2133915	54	22	3	6479	87	158	1692	1	0	70	0.0213	0.1818	0.1364	0.013	1.0	1.0	0.0	1.7324	1.3424	0.4771	-0.8636	-0.0626	0.1715	7
1891	39	177	2641432	2641500	5480	230	119	588758	53	135	1400	0	1	40	0.0557	0.416	0.4927	0.0986	0.6	0.5714	0.0	3.7388	2.1399	1.8325	-0.5073	-0.1606	1.0	3
1892	127	147	152117	152274	1499	168	174	156200	90	119	1392	0	1	220	0.1825	0.5226	0.1274	0.0144	0.1191	0.9023	1.0	3.1758	1.301	2.1959	0.8726	-0.1859	1.0	7
1894	41	213	2119822	2119881	6025	283	147	624180	39	124	1360	0	1	40	0.0603	0.4063	0.343	0.1265	0.6078	0.4014	0.0	3.78	2.2355	1.7708	-0.657	-0.1906	1.0	3
1900	1297	1305	817238	817245	46	8	8	5226	97	133	1690	1	0	60	0.4556	0.1786	0.875	0.0047	1.0	0.875	0.0	1.6628	0.9031	0.8451	-0.125	-0.1124	0.1622	6
1901	1687	1696	150712	150740	167	24	28	9559	23	94	1698	0	1	90	0.0024	0.3373	0.3214	0.0053	0.375	1.0	1.0	2.2227	0.9542	1.4472	0.6786	-0.5528	0.417	1
1903	734	747	3980510	3980528	177	18	18	19435	91	126	1666	0	1	40	0.8812	0.2436	0.7222	0.0078	0.7222	1.0	1.0	2.248	1.1139	1.2553	0.2778	-0.1422	0.3882	6
1907	233	345	98402	98450	3340	169	93	265172	35	103	1670	0	1	40	0.279	0.3787	0.4286	0.0671	0.6627	0.5161	0.0	3.5238	2.0492	1.6812	-0.5714	-0.3797	1.0	3
1908	1673	1687	1891620	1891638	86	23	18	6442	28	101	1692	1	0	70	0.0059	0.6587	0.7778	0.0083	0.6087	1.0	1.0	1.9345	1.1461	1.2553	0.2222	-0.4148	0.417	7
1909	671	682	334988	335000	101	12	12	11471	81	140	1690	1	0	70	0.7941	0.2349	0.9167	0.0065	0.9167	1.0	1.0	2.0043	1.0414	1.0792	0.0833	-0.1127	0.2432	6
1910	221	245	638591	638600	72	36	12	9217	120	140	1352	0	1	40	0.3269	0.6667	0.375	0.0178	0.6667	0.75	0.0	1.8573	1.3802	0.9542	-0.625	0.0001	0.3601	7
1911	852	860	222646	222657	69	8	11	13099	164	205	1387	0	1	40	0.7599	0.2159	0.7273	0.0058	1.0	1.0	1.0	1.8389	0.9031	1.0414	0.2727	0.4831	0.1934	3
1912	142	167	947849	947878	354	67	47	44478	120	134	1400	0	1	40	0.2029	0.5117	0.8621	0.0179	0.3731	0.617	1.0	2.549	1.3979	1.4624	0.1379	-0.0184	0.9437	3
1913	597	614	3674102	3674130	349	27	28	30422	50	124	1362	1	0	200	0.8766	0.2668	0.6071	0.0125	0.6296	1.0	1.0	2.5428	1.2305	1.4472	0.3929	-0.319	0.761	6
1916	24	38	2563219	2563241	173	22	23	17100	85	111	1356	1	0	70	0.0354	0.4383	0.6364	0.0103	0.6364	0.9565	1.0	2.238	1.1461	1.3424	0.3636	-0.2278	0.5096	2
1917	1	18	117422	117551	1125	63	131	140521	101	151	1687	0	1	200	0.0012	0.487	0.1318	0.0101	0.2698	0.9847	1.0	3.0512	1.2305	2.1106	0.8682	-0.0242	1.0	7
1920	616	622	2182058	2182079	82	14	21	9584	109	126	1366	0	1	100	0.9019	0.3492	0.2857	0.0044	0.4286	1.0	1.0	1.9138	0.7782	1.3222	0.7143	-0.0869	0.2359	5
1921	508	518	257756	257770	110	13	14	12127	92	132	1686	1	0	70	0.6026	0.2143	0.7143	0.0059	0.7692	1.0	1.0	2.0414	1.0	1.1461	0.2857	-0.1387	0.2532	6
1924	430	441	100250	100337	630	20	87	62357	64	127	1387	0	1	40	0.62	0.3417	0.1264	0.0079	0.55	1.0	1.0	2.7993	1.0414	1.9395	0.8736	-0.2267	0.9874	1
1927	43	194	1448373	1448535	12108	614	359	1402972	34	141	1402	0	1	40	0.0613	0.505	0.9321	0.1077	0.2459	0.4512	1.0	4.0831	2.179	2.2095	0.0679	-0.0948	1.0	3
1929	42	59	2216544	2216556	115	22	17	11748	87	124	1356	1	0	70	0.0619	0.4363	0.7059	0.0125	0.7727	0.7059	0.0	2.0607	1.2305	1.0792	-0.2941	-0.2019	0.3419	2
1931	787	798	2887288	2887307	137	21	19	15397	95	131	1690	1	0	70	0.9314	0.3445	0.5789	0.0065	0.5238	1.0	1.0	2.1367	1.0414	1.2787	0.4211	-0.122	0.3494	7
1935	618	650	2017425	2017438	103	51	20	13657	124	141	1358	0	1	40	0.9102	0.7524	0.4063	0.0236	0.6274	0.65	0.0	2.0128	1.5051	1.1139	-0.5938	0.0359	0.681	7
1939	1155	1166	476876	476887	82	13	11	8745	77	133	1696	1	0	100	0.625	0.3223	1.0	0.0065	0.8461	1.0	0.5	1.9138	1.0414	1.0414	0.0	-0.1668	0.23	7
